twitter_uid,Gender,Friends_count,Followers_count,Avg_Tweet,Avg_Word_length,Avg_Sentence_length,Avg_Punctuation,Avg_Capitalized_Words,Avg_Slang_words,Avg_emojis,Avg_words_found,tweets,retweets,images,urls
7.36E+17,F,112,332,1.32,4,15,1071,13.87,27,3,"[u'uber', u'pls', u'wtf', u'g', u'dunno', u'lol', u'r', u'u', u'kinda', u'jk', u'aight', u'x', u'tfw', u'scrub', u'aka']",389,10,0.1404,0.2481
193857458,M,133,14115,3.86,6,11,1071,5.6,2,2,"[u'bestie', u'congrats']",222,85,0.241,0.7134
297733154,M,371,92,1.68,4,13,1069,1.15,6,6,"[u'g', u'fyi', u'b4', u'u', u'cutie', u'whoa']",320,72,0.0357,0.148
1061040007,M,336,68,0.23,5,11,1065,5.98,13,74,"[u'swag', u'ty', u'gal', u'cuz', u'ur', u'bro', u'vs', u'u', u'x', u'wanna']",189,36,0.0044,0.84
113568735,M,111,431,2.08,4,15,1064,0.34,2,112,"[u'u', u'congrats']",270,130,0.005,0.2925
24123877,M,1094,1262,10.76,4,12,1063,5.41,12,0,"[u'b4', u""c'mon"", u'congrats', u'lil', u'bro', u'til', u'icymi', u'wanna', u'whoa']",248,152,0.0625,0.265
2905876469,F,603,282,0.65,5,10,1062,5.5,98,218,"[u'ugh', u'bro', u'vs', u'imo', u'omg', u'brb', u'congrats', u'nah', u'cuz', u'lol', u'til', u'bae', u'smh', u'bf', u'pls', u'bday', u'dope', u'kinda', u'jk', u'deets', u'lmao', u'g', u'ur', u'r', u'u', u'idk', u'x', u'ily']",349,57,0.0985,0.33
42825369,F,9972,11879,23.11,5,13,1061,2.8,6,30,"[u'fyi', u'scrub', u'vs', u'g', u'congrats']",217,460,0.0443,0.1743
40919148,M,769,418,1.67,5,13,1061,2.46,19,33,"[u'goof', u'ugh', u'omg', u'congrats', u'vs', u'lol', u'ppl', u'bro', u'goofy', u'sec', u'smh', u'u']",244,155,0.0276,0.2406
52944231,M,1355,1133,11.25,4,12,1061,2.03,35,123,"[u'til', u'x', u'g', u'thx', u'zomg', u'nah', u'fav', u'lol', u'ppl', u'bro', u'omw', u'idk', u'rly', u'u', u'ur', u'app']",451,53,0.246,0.3333
14130186,M,1103,824,1.93,5,11,1055,1.13,25,17,"[u'swag', u'pls', u'buddy', u'g', u'congrats', u'gal', u'nah', u'pro', u'whoa', u'bro', u'fb', u'vs', u'u', u'kinda', u'x', u'app']",320,82,0.0721,0.2065
3969052414,M,713,953,20.19,5,9,1053,6.15,61,56,"[u'ima', u'gg', u'ugh', u'lmao', u'luv', u'gud', u'dope', u'xxx', u'lol', u'bro', u'vs', u'u', u'idk', u'wtf', u'smh', u'nvm', u'wanna', u'nah']",453,194,0.0711,0.1793
141726392,M,1206,1625,1.49,6,12,1052,3.83,14,42,"[u'g', u'thx', u'cuz', u'u', u'b-day', u'2day']",165,225,0.0205,0.2538
120847278,M,277,401,1.72,4,11,1051,2.5,5,4,"[u'amigo', u'r', u'cul', u'lol']",280,9,0.1661,0.7578
1117038721,F,137,175,0.84,5,13,1046,0.15,2,311,[u'lil'],253,0,0,0.9921
1548404041,F,606,653,0.68,4,15,1046,1.45,33,2,"[u'fav', u'fb', u'r', u'u', u'pro']",225,40,0.0642,0.7736
39448145,M,267,379,9.46,5,13,1044,2.18,15,25,"[u'bro', u'ur', u'lmao', u'nah', u'lol', u'brb', u'til', u'u', u'wtf', u'smh', u'eu', u'gl', u'whoa']",319,81,0.0425,0.315
234782211,M,191,235,2.96,4,10,1043,18.98,14,490,"[u'lmao', u'congrats', u'lol', u'til', u'wtf', u'x']",400,0,0,1
95318326,F,1827,545,9.14,5,13,1042,3.65,30,0,"[u'tyvm', u'irl', u'omg', u'g', u'thx', u'nah', u'ty', u'lol', u'til', u'r', u'u', u'wtf', u'lolz', u'x', u'wanna']",192,381,0.0332,0.2513
2188889065,F,206,281,2.13,4,14,1040,1.03,18,120,"[u'btw', u'congrats', u'app', u'imo', u'ppl', u'fb', u'u']",280,110,0.1154,0.5897
393575726,M,850,8244,5.08,4,11,1040,2.58,12,2,"[u'thx', u'bday', u'pro', u'congrats', u'fav', u'lol', u'til', u'u', u'aka']",352,48,0.0875,0.75
16543984,M,1948,556,7.17,4,11,1040,3.54,7,117,"[u'aka', u'dope', u'r', u'app', u'g']",366,79,0.1191,0.391
245448468,M,174,58,0.27,5,10,1039,1.32,17,8,"[u'g', u'ty', u'lol', u'til', u'r', u'u']",297,0,0,0.8956
1043656686,M,538,428,0.9,5,15,1038,8.31,61,197,"[u'btw', u'g', u'congrats', u'fav', u'cuz', u'bro', u'r', u'u', u'aka', u'wanna', u'no1']",228,30,0.1008,0.6977
503609863,F,1573,1538,49.19,4,10,1033,1.99,64,14,"[u'uber', u'app', u'bro', u'ima', u'buddy', u'ngl', u'nah', u'lol', u'fml', u'smh', u'cutie', u'omg', u'jk', u'nvm', u'shoulda', u'cul', u'lmao', u'bae', u'u', u'idk', u'aight', u'wanna']",491,300,0.0291,0.1934
1059330391,F,48,141,3.48,4,14,1032,2.63,31,110,"[u'bff', u'nah', u'lol', u'ur', u'bro', u'r', u'u']",223,23,0.1098,0.5976
31474301,M,476,293,7.11,4,12,1031,2.26,55,7,"[u'mvp', u'btw', u'iggy', u'buddy', u'g', u'plz', u'lol', u'bro', u'vs', u'wtf', u'omg', u'shoulda']",327,92,0.0048,0.3652
33686092,F,646,3891,3.72,5,14,1028,0.66,5,97,"[u'bday', u'x', u'app', u'pro']",219,17,0.0042,0.839
184647962,M,1742,2938,5.54,4,13,1027,3.26,37,88,"[u'ru', u'btw', u'omg', u'ga', u'g', u'fav', u'cuz', u'plz', u'til', u'r', u'u', u'idk', u'kinda', u'smh', u'wanna', u'no1']",327,73,0.1125,0.485
259034828,M,772,1118,1.37,4,11,1027,0.52,186,63,"[u'congrats', u'gg', u'r', u'omg', u'ga', u'thx', u'nah', u'fyi', u'fav', u'lol', u'ur', u'bro', u'vs', u'u', u'idk', u'wtf', u'app', u'imo', u'wanna', u'dope', u'lmao']",394,52,0.2018,0.2937
14039452,M,2155,2640,13.66,4,11,1026,1.15,38,53,"[u'wtf', u'g', u'asap', u'app', u'fyi', u'thx', u'pro', u'nah', u'bro', u'lua', u'fb', u'u', u'imo', u'kinda', u'friggin', u'x', u'whoa']",383,17,0.285,0.705
170772716,M,3187,11388,31.37,5,10,1024,1.89,20,1,"[u'btw', u'buddy', u'lol', u'brb', u'bro', u'r', u'kinda', u'aka', u'wanna', u'tc']",319,280,0.0301,0.1235
262439039,M,786,468,4.11,4,10,1016,3.46,28,28,"[u'ugh', u'ru', u'btw', u'nc', u'ga', u'hmu', u'app', u'atm', u'imo', u'vs', u'u', u'lol', u'wtf', u'x', u'nm']",369,131,0.004,0.196
3249916609,M,719,420,4.66,4,12,1014,14.13,88,56,"[u'ima', u'uber', u'omg', u'g', u'pro', u'coz', u'vs', u'cuz', u""i'ma"", u'ppl', u'bro', u'fb', u'r', u'u', u'lol', u'kinda', u'nah', u'x', u'ur', u'wanna', u'dope']",383,17,0.0625,0.1375
188997398,M,290,3099,1.41,5,8,1005,0.35,5,178,"[u'uber', u'bro', u'vs', u'wtf', u'congrats']",349,51,0.1275,0.2325
51303125,F,815,805,3.26,4,9,1003,7.41,75,78,"[u'bf', u'ugh', u'pls', u'lmao', u'g', u'lil', u'hmu', u'lol', u'brb', u'r', u'irl', u'kinda', u'omg', u'nvm', u'wanna', u'u', u'luv']",372,101,0.0592,0.1078
601520145,M,266,66,0.31,4,10,1003,1.31,14,101,"[u'g', u'congrats', u'lil', u'lol', u'ppl', u'r', u'x']",212,2,0.0047,0.9579
1444476324,M,303,162,19.33,4,8,1002,3.07,77,36,"[u'btw', u'pls', u'lmao', u'g', u'thx', u'lil', u'nah', u'lol', u'vs', u'u', u'imo', u'kinda', u'smh', u'wanna']",460,121,0.0207,0.1239
201782709,F,909,3150,39.88,4,9,997,6.16,117,58,"[u'ima', u'dope', u'ugh', u'omg', u'lmao', u'lil', u'nah', u'jk', u'fav', u'lol', u'ppl', u'bae', u'u', u'idk', u'smh', u'ur', u'wanna', u'app']",460,228,0.0392,0.2529
39455009,M,551,2387,24.09,4,11,997,2.66,28,73,"[u'ima', u'uber', u'ugh', u'omg', u""c'mon"", u'asap', u'lil', u'nah', u'fyi', u'vs', u'lol', u'gf', u'r', u'pls', u'idk', u'bestie', u'iggy', u'lmao']",323,245,0.0599,0.1937
14514289,M,2353,1356,2.2,4,12,997,1.72,4,5,"[u'bday', u'vs', u'congrats']",288,58,0.4017,0.7948
17818461,F,1909,5965,1.64,4,11,993,2.26,28,104,"[u'uber', u'ugh', u'pls', u'icymi', u'congrats', u'nah', u'thx', u'fav', u'lol', u'b4', u'u', u'kinda', u'irl', u'aka', u'tfw']",257,143,0.08,0.4025
807201294,M,1999,2975,10.01,8,10,989,3.78,16,33,"[u'lol', u'ur', u'bro', u'vs', u'u', u'eu']",141,252,0.0127,0.2901
20627081,F,2603,2751,1.96,5,12,987,1.64,7,113,"[u'congrats', u'ppl', u'gal', u'u', u'np', u'aka']",267,193,0.0043,0.4565
213378894,F,310,237,0.76,4,15,985,1.18,7,561,"[u'lil', u'cya', u'wanna', u'aka', u'kinda']",252,0,0,0.9881
2501041534,M,618,1650,0.74,4,18,984,2.05,36,6,"[u'fyi', u'2nite', u'congrats', u'app', u'ty', u'lol', u'r', u'icymi']",281,67,0.1552,0.7184
281492276,M,236,344,23.23,4,11,983,2.01,31,32,"[u'btw', u'omg', u'bff', u'bozo', u'atm', u'cuz', u'ppl', u'r', u'u', u'idk', u'aka', u'wanna', u'lmao']",405,237,0.0265,0.243
270996358,F,309,5979,0.74,4,13,981,2.3,13,38,"[u'bestie', u'congrats', u'app', u'irl', u'wtf', u'u', u'tfw', u'brb', u'sux']",298,49,0.147,0.317
7.11E+17,F,575,1346,3.05,4,10,980,9.49,59,30,"[u'ikr', u'btw', u'omg', u'lmao', u'g', u'ty', u'lil', u'shid', u'ur', u'fb', u'r', u'u', u'lol', u'wtf', u'smh', u'kinda', u'yum', u'wanna', u'brb', u'idk']",354,46,0.0725,0.1625
1628477984,F,187,64,0.42,5,11,977,0.9,2,113,"[u'bravo', u'yum']",236,213,0,0.2895
3599036534,M,460,158,4.59,4,14,977,7.8,57,18,"[u'btw', u'ugh', u'kinda', u'ppl', u'milf', u'vs', u'imo', u'omg', u'tyvm', u'ty', u'nah', u'lol', u'irl', u'smh', u'm8', u'fwiw', u'pls', u'zzz', u'dope', u'wtf', u'mvp', u'lmao', u'g', u'thx', u'r', u'idk', u'x', u'wanna']",378,22,0.085,0.31
256701684,F,438,301,1.74,4,10,976,1.63,29,387,"[u'dope', u'omg', u'wtf', u'lil', u'nah', u'fav', u'ppl', u'bro', u'r', u'u', u'ga', u'nvm', u'dwi', u'wanna', u'app', u'lmao']",432,95,0.0835,0.1499
297732920,F,445,385,67.61,6,12,972,0.66,2,80,[u'lol'],134,266,0.0025,0.295
554141157,M,41,37,0.17,5,17,970,1.85,39,6,"[u'btw', u'pro', u'ur', u'r', u'u', u'ppl']",171,77,0.0323,0.2056
42026653,M,2261,1746,7.17,3,10,970,6.06,13,8,"[u'btw', u'congrats', u'asap', u'vs', u'r', u'u']",357,122,0.0021,0.691
8413962,M,722,1920,1.27,4,13,969,1.16,11,11,"[u'lotta', u'pro', u'u', u'whoa', u'congrats']",232,18,0.128,0.372
55983507,M,1064,1287,8.36,5,9,968,2.53,37,114,"[u'uber', u'bf', u'ugh', u'omg', u'congrats', u'app', u'lol', u'u', u'idk', u'jk', u'wanna']",261,26,0.007,0.216
295397077,F,1111,1248,3.13,4,14,966,5.77,13,156,"[u'congrats', u'nah', u'ur', u'r', u'u', u'wtf', u'x']",231,229,0.0978,0.3848
456322233,M,646,152,1.38,4,10,966,3.96,65,180,"[u'mvp', u'plz', u'ugh', u'omg', u'congrats', u'lil', u'bravo', u'nah', u'cuz', u'ur', u'fb', u'r', u'u', u'thanx', u'ez', u'ppl', u'wanna', u'shoulda']",278,123,0.0125,0.3666
193462688,F,256,166,0.6,5,13,962,1.09,4,63,"[u'x', u'nah', u'fav']",235,59,0.0986,0.7619
80920904,M,276,447,2.06,4,15,961,1.19,29,78,"[u'congrats', u'bday', u'pro', u'lol', u'vs', u'x', u'wanna', u'nah']",203,117,0.0281,0.3219
38699401,F,3086,1442,1.29,4,13,960,1.4,9,10,"[u'lil', u'nc', u'congrats', u'lol', u'smh']",258,7,0.0151,0.4226
542623700,F,153,283,4.8,4,11,959,2.37,93,107,"[u'kinda', u'ppl', u'gf', u'omg', u'buddy', u'congrats', u'lil', u'nah', u'cuz', u'lol', u'smh', u'np', u'pls', u'bday', u'dope', u'fb', u'omw', u'wtf', u'jk', u'lmao', u'gud', u'ur', u'r', u'u', u'idk', u'rly']",333,64,0.0504,0.0655
16989805,M,448,472,3.02,4,14,959,0.86,15,10,"[u'ugh', u'buddy', u'lil', u'imo', u'yum', u'jk', u'x']",328,104,0.1204,0.2083
26506037,M,1935,881,1.08,4,16,958,4.75,19,0,"[u'g', u'congrats', u'pro', u'fyi', u'ur', u'vs', u'irl', u'u']",267,106,0.0241,0.4906
2902099254,F,126,418,7.54,4,12,957,4.34,58,74,"[u'ugh', u'omg', u'wtf', u'congrats', u'lil', u'pro', u'asap', u'lol', u'nk', u'idk', u'kinda', u'wanna', u'whoa']",281,119,0.0425,0.1975
410893128,F,1642,1878,5.43,4,15,957,0.55,2,255,"[u'lil', u'cuz']",186,48,0,0.7436
115166941,M,411,264,0.33,4,14,956,1.68,13,24,"[u'uber', u'g', u'congrats', u'pro', u'afaik', u'imo', u'pervy', u'vs', u'x', u'tfw', u'r']",272,85,0.0588,0.4734
15107034,F,1893,1712,27.6,4,12,952,1.24,16,13,"[u'uber', u'x', u'app', u'pro', u'lol']",396,4,0.025,0.945
23381821,M,172,59,1.43,5,19,947,1.86,2,0,[u'r'],399,1,0.0075,0.755
2759399473,M,1050,1573,2.85,4,17,945,2.06,15,12,"[u'fwiw', u'btw', u'g', u'msg', u'vs', u'u', u'eu', u'sec', u'r']",207,193,0.035,0.3275
100605030,M,2629,1571,2.92,5,13,943,1.28,22,6,"[u'ima', u'til', u'btw', u'omg', u'lil', u'lol', u'ppl', u'bro', u'fb', u'vs', u'u', u'smh', u'nvm']",271,129,0.0525,0.245
163333154,M,582,96,0.63,4,11,939,5.26,18,8,"[u'ugh', u'app', u'lol', u'sec', u'msg', u'whoa']",270,79,0.0287,0.3152
17874742,M,2928,2636,6.24,4,10,938,3.49,21,43,"[u'btw', u'ugh', u'omg', u'kinda', u'g', u'congrats', u'dunno', u'nah', u'ppl', u'u', u'wtf', u'wanna']",333,141,0.3017,0.4789
83396915,M,2632,4640,2,5,11,932,1.49,12,10,"[u'pls', u'g', u'dunno', u'til', u'fb', u'vs', u'u', u'r', u'whoa']",259,103,0.0994,0.6602
6878432,F,668,533,1.29,4,11,929,1.12,35,38,"[u'uber', u'til', u'ugh', u'omg', u'bff', u'congrats', u'app', u'asap', u'lol', u'bro', u'gal', u'jk', u'x', u'wanna', u'lmao']",307,26,0.2853,0.3904
99536577,F,896,1452,6.33,5,9,926,0.69,2,318,[u'bravo'],386,15,0.1471,0.9002
97711206,M,1503,294,1.02,6,10,922,1.58,18,10,"[u'congrats', u'app', u'thx', u'cuz', u'lol', u'r', u'u', u'perv', u'wanna', u'whoa']",225,9,0.1709,0.235
215851551,M,968,350,0.66,6,8,922,4.89,12,151,"[u'mvp', u'thx', u'bravo', u'app', u'bro', u'vs', u'smh', u'aka', u'wanna']",252,34,0.1294,0.3741
569142332,F,466,259,1.57,4,12,919,3,48,127,"[u'ugh', u'ppl', u'imo', u'ima', u'buddy', u'nah', u'lol', u'til', u'bf', u'omg', u'asap', u'bday', u'fav', u'rly', u'kinda', u'tfw', u'lmao', u'r', u'u', u'idk', u'aight', u'aka', u'wanna']",393,68,0.039,0.2213
47525400,F,714,3025,9.57,4,10,919,8.29,45,77,"[u'uber', u'ugh', u'kinda', u'app', u'ppl', u'b4', u'lulz', u'sec', u'ima', u'buddy', u'lil', u'nah', u'lol', u'smh', u'lolz', u'whoa', u'sux', u'omg', u'omw', u'wtf', u'bro', u'dunno', u'ur', u'u', u'wanna']",420,20,0.0977,0.1682
2230479480,F,3952,12680,11.62,5,11,916,0.9,12,0,"[u'ikr', u'btw', u'ga', u'congrats', u'fyi', u'til', u'kinda']",256,37,0.1775,0.5188
237980690,F,358,264,1.72,4,11,915,7.32,4,0,"[u'r', u'yum', u'vs', u'lol']",203,6,0.0813,0.8947
73187896,M,2069,2308,2.12,4,13,910,1.29,12,20,"[u'vs', u'congrats']",239,34,0,0.8535
16206265,F,703,1405,3.73,4,17,909,2.71,12,1,"[u'ugh', u'omg', u'g', u'nah', u'fyi', u'imo', u'bro', u'gal', u'pls', u'aka']",266,134,0.0625,0.1925
1475781222,M,2235,2738,51.58,6,9,909,0.33,27,182,"[u'btw', u'ty', u'dunno', u'nah', u'congrats', u'lol', u'wanna']",297,103,0.1025,0.22
2324134221,M,1502,1245,3.57,4,10,908,1.66,18,101,"[u'app', u'lmao', u'bday', u'pro', u'lol', u'bro', u'lil', u'r', u'u', u'wtf', u'ez', u'aka', u'nah']",356,254,0.082,0.2656
178877696,F,260,234,0.63,5,14,905,0.39,5,1,"[u'amigo', u'cul', u'r', u'vs', u'bravo']",251,138,0.0823,0.1542
18829604,M,278,344,1.83,4,11,904,1.76,9,12,"[u'kinda', u'vs', u'r', u'icymi', u'jk', u'wanna']",309,91,0.06,0.245
4085400802,F,159,186,1.45,5,11,901,7.24,55,610,"[u'tyvm', u'omg', u'lmao', u'nah', u'fyi', u'pls', u'ermahgerd', u'lol', u'ur', u'bro', u'r', u'yum', u'idk', u'wtf', u'kinda', u'u', u'wanna', u'shoulda']",305,113,0.0431,0.1172
53664810,F,754,729,0.13,5,10,900,1.22,2,1,"[u'x', u'cuz']",202,25,0.2996,0.7533
35054949,F,633,1421,2.64,4,11,898,1.84,134,499,"[u'btw', u'ugh', u'app', u'ppl', u'b4', u'gf', u'vs', u'bff', u'lil', u'nah', u'lol', u'smh', u'omg', u'bday', u'dope', u'bestie', u'bro', u'lmao', u'coz', u'ur', u'r', u'u', u'aka', u'wanna']",335,65,0.3475,0.4225
67486357,F,370,13164,5.63,5,11,894,4.65,40,243,"[u'uber', u'swag', u'ugh', u'omg', u'bff', u'g', u'asap', u'lil', u'app', u'fav', u'plz', u'lol', u'ur', u'lmk', u'u', u'wtf', u'jk', u'aka', u'wanna', u'dope', u'ily']",325,39,0.2418,0.4863
42687237,M,240,289,1.82,4,15,886,0.9,12,17,"[u'congrats', u'app', u'lol', u'vs', u'jk', u'x', u'tfw', u'aka']",276,153,0.1399,0.4149
206942798,M,285,440,6.99,4,11,885,0.6,72,148,"[u'uber', u'ima', u'h8', u'ugh', u'kinda', u'lil', u'dope', u'cuz', u'lol', u'ppl', u'bro', u'gf', u'r', u'u', u'idk', u'wtf', u'rolf', u'nvm', u'ur', u'wanna', u'goofy']",361,39,0.08,0.4425
15319019,M,168,59,0.55,5,11,884,3.27,13,3,"[u'bff', u'lil', u'fav', u'ppl', u'bday', u'r', u'u']",170,39,0.0287,0.799
67486141,F,2271,1293,50.19,5,10,883,4.81,19,117,"[u'flick', u'lmao', u'congrats', u'nc', u'fav', u'lol', u'ga', u'wanna']",182,218,0.065,0.24
7.52E+17,M,446,166,2.02,4,12,883,1.55,22,32,"[u'uber', u'pls', u'g', u'congrats', u'pro', u'lol', u'ur', u'bro', u'r', u'u', u'yuge', u'aka', u'ppl', u'wanna', u'goofy']",325,171,0.0605,0.379
63619760,M,103,41,0.16,4,13,882,3.02,4,0,"[u'app', u'vs', u'swag']",210,15,0.1067,0.7511
120357061,F,119,160,1.96,5,13,880,1.37,13,607,"[u'congrats', u'bday', u'fav', u'lol', u'ur', u'r', u'u', u'bestie']",251,0,0.004,1
375952232,M,437,566,7.42,5,9,880,1.85,15,26,"[u'uber', u'omg', u'bro', u'vs', u'u', u'kinda', u'wanna']",347,57,0.3045,0.396
8.30E+17,F,4976,1811,15.84,5,16,879,59.8,28,205,"[u'omg', u'g', u'asap', u'ppl', u'r', u'u', u'wtf', u'aka', u'ur']",164,614,0.0013,0.1003
47000860,M,7650,7758,0.89,5,11,879,5.77,4,18,"[u'bro', u'wanna']",208,11,0.0274,0.2283
3043828834,M,1761,5949,10.2,4,9,872,1.67,7,7,"[u'x', u'tfw', u'hf', u'lol', u'kinda']",377,140,0.0387,0.3153
3084082010,M,438,120,0.46,5,11,870,1.57,27,69,"[u'omg', u'cuz', u'lol', u'ur', u'vs', u'u', u'perv', u'kinda', u'r', u'mma']",222,136,0.1117,0.3324
48582610,M,561,453,7.13,4,13,866,1.52,12,8,"[u'flick', u'mvp', u'wtf', u'tc', u'imo']",363,37,0.0075,0.16
574445964,M,7719,12622,5.35,5,8,863,3.03,17,1,"[u'nc', u'u', u'g']",235,50,0.0386,0.6281
37008489,M,399,1573,2.68,4,13,863,0.74,16,1,"[u'btw', u'omg', u'buddy', u'g', u'congrats', u'dope', u'pro', u'ppl', u'lol', u'kinda', u'whoa']",241,24,0.1283,0.3811
18584210,M,2763,4551,10.45,4,11,861,1.58,7,39,"[u'thx', u'dope', u'u', u'icymi', u'smh', u'x']",287,113,0.045,0.4725
167927318,M,1949,1697,20.27,5,11,859,1.25,12,6,"[u'pro', u'vs', u'lol']",256,378,0.0142,0.183
611236735,F,846,703,3.35,4,9,858,1.82,25,199,"[u'ima', u'btw', u'omg', u'congrats', u'app', u'plz', u'lol', u'ppl', u'idk', u'kinda', u'smh', u'nah']",309,315,0.0657,0.2596
137434691,F,951,563,20.78,5,10,858,6.91,56,152,"[u'btw', u'omg', u'lmao', u'ty', u'nah', u'congrats', u'dope', u'bf', u'lol', u'bro', u'u', u'idk', u'pls', u'cutie', u'wanna', u'whoa']",308,292,0.0333,0.0567
55054309,M,695,535,27.21,4,7,856,4.56,30,30,"[u'uber', u'lmk', u'ugh', u'omg', u'lmao', u'nah', u'fav', u'btw', u'lol', u'yawn', u'vs', u'u', u'wtf', u'smh', u'pls', u'app', u'pro']",362,88,0.0444,0.3089
99783236,M,596,1795,1.51,5,11,856,0.93,3,6,"[u'pro', u'u']",251,152,0.1141,0.2457
22057540,M,1850,360,1,4,9,850,3.95,94,82,"[u'btw', u'wtf', u'ppl', u'bro', u'buddy', u'congrats', u'lil', u'nah', u'cuz', u'lol', u'tbd', u'msg', u'sux', u'fwiw', u'omg', u'bday', u'dope', u'plz', u'kinda', u'jk', u'cyo', u'shoulda', u'mvp', u'lmao', u'g', u'thx', u'r', u'u', u'idk']",345,51,0.0152,0.601
7.74E+17,M,120,170,0.92,6,7,850,0.19,1,662,[u'u'],342,67,0.0782,0.1369
1202770676,M,774,298,2.33,4,10,848,6.5,45,39,"[u'amigo', u'ur', u'r', u'u', u'eu', u'cu']",332,104,0.0619,0.1307
77252726,F,1250,2075,0.47,5,14,847,2.77,10,40,"[u'bravo', u'thx', u'congrats']",237,126,0.0413,0.5234
1330522164,F,2082,3295,3.32,4,12,845,3.41,47,130,"[u'ima', u'ugh', u'omg', u'lmao', u'congrats', u'bday', u'hmu', u'app', u'fyi', u'vs', u'ur', u'fav', u'gf', u'lil', u'u', u'idk', u'wtf', u'kinda', u'aka', u'ppl', u'wanna']",395,240,0.1638,0.3496
865336304,F,165,175,0.2,5,16,842,3.15,10,22,"[u'ty', u'thx', u'ppl', u'a3', u'u', u'wtf']",140,138,0.0288,0.2986
7157832,M,1707,1543,5.42,4,7,842,2.26,12,17,"[u'ugh', u'congrats', u'dunno', u'pro', u'imo', u'nah', u'r', u'wtf', u'aka', u'whoa']",273,127,0.005,0.3725
377637971,M,234,1403,3.97,5,10,842,2.36,33,95,"[u'ima', u'b4', u'ugh', u'pls', u'thx', u'lil', u'hmu', u'nah', u'imo', u'bro', u'vs', u'sec', u'lol', u'kinda', u'smh', u'app', u'whoa']",231,106,0.0148,0.1543
20211026,F,742,3004,9.35,5,8,841,0.76,62,68,"[u'uber', u'ugh', u'pro', u'bro', u'vs', u'imo', u'bff', u'ty', u'lil', u'lol', u'til', u'fml', u'smh', u'omg', u'bday', u'fyi', u'fav', u'plz', u'fb', u'omw', u'nvm', u'buddy', u'ur', u'u', u'idk', u'x', u'aka', u'wanna']",370,30,0.125,0.1975
6154842,M,106,826,0.11,4,14,839,1.6,12,211,"[u'buddy', u'lil', u'cuz', u'fb', u'jk', u'x', u'aka', u'bff']",223,35,0.0039,0.8527
372639514,F,155,332,14.99,4,11,836,2.44,46,59,"[u'lmao', u'g', u'app', u'atm', u'lol', u'ur', u'r', u'u', u'kinda', u'smh', u'yum', u'aka', u'wanna', u'nah']",354,68,0.0592,0.3957
125749453,F,2000,2307,3.65,4,10,833,1.17,6,100,"[u'g', u'lol']",372,28,0,0.9225
32441858,M,749,428,2.94,5,10,833,2.02,7,37,"[u'x', u'app', u'vs']",226,42,0.2164,0.6679
47626248,M,208,93,0.35,4,14,832,2.83,18,1330,"[u'omg', u'bff', u'dope', u'lol', u'bro', u'u', u'kinda', u'aka', u'wanna']",308,7,0.0444,0.9206
3149811892,M,248,352,0.71,6,10,832,25.76,2,80,"[u'x', u'u']",129,132,0.1341,0.4904
52085088,M,1769,714,1.98,4,12,832,0.83,16,14,"[u'wtf', u'btw', u'ugh', u'omg', u'lmao', u'app', u'lol', u'bro', u'kinda', u'mma']",247,46,0.0478,0.0785
1959044540,M,570,327,16.89,4,10,831,2.82,33,81,"[u'btw', u'omg', u'wb', u'lil', u'ur', u'bro', u'u', u'idk', u'kinda', u'aight', u'nm', u'wanna', u'buddy']",366,34,0.1375,0.2275
24410135,F,1127,4362,1.69,5,13,828,0.83,21,88,"[u'cutie', u'pls', u'g', u'congrats', u'bday', u'fav', u'lol', u'bro', u'gal', u'u', u'r', u'wanna']",218,20,0,0.7647
35459695,M,1607,615,3.05,5,8,825,13.46,18,68,"[u'ugh', u'pls', u'g', u'congrats', u'plz', u'lol', u'wtf', u'omg', u'wanna']",298,82,0.1605,0.3079
24279910,F,487,1655,1.93,5,13,823,3.27,20,84,"[u'omg', u'ftw', u'asap', u'gal', u'app', u'congrats', u'vs', u'lol', u'r', u'u', u'ga', u'smh']",249,4,0.1344,0.4032
13368482,M,993,486,1.1,5,12,823,1.81,9,0,"[u""c'mon"", u'congrats', u'zzz', u'r', u'ga', u'kinda', u'buddy']",183,36,0.0365,0.4521
42987821,M,1616,527,4.14,4,13,823,1.98,8,47,"[u'mvp', u'vs', u'kinda']",345,141,0.0062,0.1564
42743391,F,1711,384,1.15,4,9,821,0.24,11,82,"[u'bent', u'congrats', u'bravo', u'lol', u'ur', u'u', u'wtf']",294,15,0.0421,0.8997
70833926,F,1309,570,4.09,4,10,820,3.11,18,57,"[u'2nite', u'lil', u'dunno', u'fyi', u'fav', u'a3', u'u', u'wanna']",224,218,0.0226,0.4593
42961882,M,1643,4238,0.82,4,13,820,0.75,7,13,"[u'uber', u'congrats', u'fyi', u'irl', u'ty', u'whoa']",224,176,0.0875,0.3675
21145074,M,2997,2845,27.81,4,10,818,1.2,2,0,"[u'atm', u'wtf']",358,42,0.4825,0.8875
16957423,M,1751,2416,5.21,5,9,811,3.12,11,66,"[u'ugh', u'omg', u'g', u'app', u'ur', u'gal', u'goofy']",270,201,0.0913,0.2314
1330435483,F,539,6240,1.97,4,11,807,1.87,3,0,"[u'friggin', u'r', u'buddy']",218,224,0.0068,0.31
