twitter_uid,Gender,Friends_count,Followers_count,Avg_Tweet,Avg_Word_length,Avg_Sentence_length,Avg_Punctuation,Avg_Capitalized_Words,Avg_Slang_words,Avg_emojis,Avg_words_found,tweets,retweets,images,urls
15831426,F,51,48,0.39,4,17,1518,1.32,29,6,"[u'congrats', u'pro', u'yawn', u'r', u'u', u'cu']",378,11,0,0.4859
33008653,F,110,58,0.31,5,15,1512,7.96,9,180,"[u'x', u'pro', u'u', u'app', u'lol']",235,8,0.0412,0.9259
2876041031,F,4408,5080,20.25,5,12,1511,1.51,20,7,"[u'btw', u'ugh', u'pls', u'congrats', u'dunno', u'nah', u'bf', u'ur', u'bro', u'u', u'wtf', u'wanna', u'pro']",406,394,0.0088,0.3262
38271920,F,4853,10132,2.84,4,13,1497,1.3,9,17,"[u'r', u'lol', u'icymi', u'congrats']",360,94,0.2952,0.6916
51119308,F,1000,1272,1.88,4,14,1494,3.42,36,76,"[u'pro', u'fwiw', u'ugh', u""c'mon"", u'g', u'fav', u'app', u'vs', u'plz', u'lol', u'til', u'r', u'nsfw', u'wtf', u'2day', u'u', u'tfw', u'nvm', u'dork']",342,27,0.1355,0.542
393772664,F,121,31,0.35,5,11,1491,1.87,20,8,"[u'ugh', u'omg', u'buddy', u'app', u'lol', u'nk', u'r']",321,18,0.0147,0.0649
45611507,F,488,2119,4.33,4,12,1489,6.42,24,108,"[u'uber', u'omg', u'g', u'lil', u'dunno', u'lol', u'ur', u'r', u'u', u'kinda', u'x', u'wanna']",372,28,0.19,0.4275
1948343803,F,936,618,1,5,11,1486,1.67,55,243,"[u'sec', u'ugh', u'omg', u'luv', u'congrats', u'bday', u'bravo', u'app', u'irl', u'fav', u'plz', u'ur', u'til', u'lil', u'r', u'u', u'wtf', u'x', u'nvm', u'gf', u'wanna']",373,27,0.24,0.3975
1536491971,F,440,367,3.46,4,16,1469,0.89,32,37,"[u'omg', u'kinda', u'luv', u'bday', u'lol', u'g', u'yum', u'ga', u'msg', u'buddy']",374,71,0.0607,0.1775
1230606488,F,752,1609,0.95,5,13,1468,3.56,29,91,"[u'swag', u'btw', u'nc', u'omg', u'g', u'congrats', u'tbr', u'bf', u'lol', u'4u', u'fml', u'ugh', u'x']",310,89,0.0526,0.208
608631025,M,2074,2867,3.84,5,12,1466,1.49,16,14,"[u'r', u'u', u'ur', u'yuge', u'ty']",312,88,0.095,0.4025
16102098,M,1154,1891,5.84,5,11,1463,1.56,40,60,"[u'uber', u'pro', u'omg', u'pls', u'g', u'asap', u'wanna', u'app', u'thx', u'lol', u'ur', u'bro', u'scrub', u'vs', u'u', u'dunno', u'x', u'tfw', u'ppl', u'deets', u'nah']",410,17,0.0937,0.3068
29755795,M,549,2320,1.14,6,11,1459,1.48,105,581,"[u'bae', u'g', u'congrats', u'lil', u'cuz', u'plz', u'bro', u'vs', u'u', u'wtf', u'x', u'np', u'lolz', u'wanna']",303,111,0.0169,0.6449
310888741,M,1388,696,1.29,5,17,1446,2.63,17,8,"[u'btw', u'nk', u'buddy', u'g', u'pro', u'lol', u'vs', u'idk', u'whoa']",227,173,0.0025,0.4625
38219867,M,1844,654,0.2,5,13,1444,2.12,69,1,"[u'goof', u'lmao', u'congrats', u'pro', u'cuz', u'lol', u'bro', u'vs', u'kinda', u'smh']",231,0,0.2857,0.6234
1155417270,F,2087,684,14.98,6,11,1440,1.47,8,73,"[u'bae', u'ugh', u'pro', u'vs', u'gal', u'wanna', u'app']",359,41,0.2725,0.8175
23388995,M,1364,749,2.97,5,11,1440,1.7,21,4,"[u'ugh', u'omg', u'buddy', u'lol', u'u', u'smh']",407,32,0.0547,0.3303
209895738,M,1651,1148,1.37,5,8,1438,0.77,5,123,"[u'app', u'omg', u'g']",328,5,0.7838,0.961
367438436,F,1120,773,1.97,4,16,1433,2.05,69,184,"[u'ugh', u'ppl', u'bro', u'vs', u'congrats', u'lil', u'nah', u'cuz', u'lol', u'msg', u'whoa', u'omg', u'dope', u'np', u'fb', u'wtf', u'b4', u'g', u'ur', u'r', u'u', u'idk', u'x', u'sry', u'wanna']",334,45,0.0844,0.4274
17941941,M,895,1058,10.7,5,10,1430,1.11,2,0,"[u'b4', u'kinda']",312,87,0.0551,0.7444
430028245,M,1320,6001,4.06,4,14,1428,1.82,7,0,"[u'omg', u'nc', u'fb', u'nsfw', u'wtf', u'x']",314,86,0.0325,0.4225
4573705042,M,5370,5120,1.42,5,15,1424,4.42,11,2,"[u'uber', u'congrats', u'thx', u'lol', u'ilt', u'vs', u'u', u'ic', u'r']",256,168,0.0283,0.5802
223266867,F,2233,2806,46.46,4,12,1417,4.95,105,17,"[u'uber', u'ugh', u'wtf', u'app', u'ppl', u'bro', u'ima', u'lil', u'nah', u'cuz', u'lol', u'yum', u'cutie', u'pro', u'bf', u'omg', u'asap', u'hmu', u'dope', u""i'ma"", u'kinda', u'lvl', u'g', u'ur', u'r', u'u', u'idk', u'x', u'wanna']",453,94,0.0603,0.0878
483592596,M,1236,492,3.54,5,14,1407,7.83,50,16,"[u'pls', u'omg', u'congrats', u'pro', u'ppl', u'vs', u'u', u'ga', u'sec', u'ur']",221,134,0.0366,0.2761
82428491,M,803,594,8.69,5,14,1398,1.29,32,44,"[u'buddy', u'ugh', u'bent', u'app', u'plz', u'lol', u'vs', u'ga', u'whoa', u'lees']",319,103,0.0237,0.2322
857268356,F,104,601,3.19,6,8,1380,0.97,7,52,"[u'u', u'lol', u'congrats']",357,0,0,0.9972
117633976,F,284,195,1.76,4,15,1370,2.19,12,286,"[u'ugh', u'omg', u'app', u'lol', u'gf', u'friggin']",303,8,0.0868,0.164
19053078,M,2539,10361,15.15,4,13,1370,1.14,19,43,"[u'mvp', u'ugh', u'2nite', u'gal', u'lol', u'ppl', u'b4', u'vs', u'u', u'kinda', u'aka', u'pro', u""c'mon""]",381,12,0.0025,0.7125
1324298652,M,34,49,3.72,4,8,1367,0.17,3,298,[u'u'],400,0,0,0.99
31129627,M,5795,14699,4.61,5,15,1361,2.6,18,185,"[u'ikr', u'omg', u""c'mon"", u'g', u'thx', u'lol', u'ppl', u'fb', u'vs', u'sec', u'kinda', u'wanna']",288,112,0.05,0.4075
1093357128,M,179,72,0.58,4,15,1361,0.28,5,35,"[u'msg', u'aka']",314,5,0,0.9561
218582770,M,488,196,1.66,4,13,1358,0.65,5,0,"[u'ugh', u'bravo', u'tfw', u'nc']",266,50,0.0316,0.5791
3123760882,M,199,136,0.66,4,17,1357,3.98,31,0,"[u'g', u'pro', u'nc', u'ppl', u'u', u'smh']",304,156,0.0022,0.2478
112905923,M,504,300,0.59,4,14,1334,0.91,6,18,"[u'pro', u'wanna', u'aka', u'g']",380,20,0.245,0.785
2288553703,M,1537,1062,12.85,4,15,1330,3.95,32,116,"[u'btw', u'ugh', u'omg', u'lmao', u'nah', u'fyi', u'lol', u'ur', u'idk', u'kinda', u'jk', u'pls', u'app', u'cutie', u'wanna', u'shoulda']",394,137,0.064,0.1431
77913714,F,333,268,2.73,4,14,1320,1.18,9,11,"[u'uber', u'omg', u'gud', u'pro', u'fyi', u'aka', u'wanna']",403,15,0.0215,0.488
259532920,M,572,98,1.23,5,9,1316,1.17,9,1,"[u'nk', u'vs', u'u', u'wtf', u'eu', u'whoa']",384,30,0.0169,0.1111
3038180375,F,1896,608,0.4,5,10,1313,2.33,7,131,"[u'app', u'kinda', u'lol']",332,67,0.0877,0.7519
97599082,M,608,9609,3.95,5,12,1312,2.33,13,9,"[u'bent', u'congrats', u'nah', u'tc', u'lol', u'whoa', u'r', u'u', u'kinda', u'msg', u'pro']",338,62,0.035,0.3025
26446347,F,227,236,1.01,5,14,1308,0.34,13,300,"[u'ugh', u'fav', u'lol', u'r', u'wtf', u'wanna']",309,114,0.1868,0.4066
137845718,F,999,1468,14.29,4,12,1306,3.77,44,190,"[u'til', u'omg', u'lmao', u'congrats', u'nah', u'ty', u'lol', u'bro', u'ga', u'gal', u'idk', u'wtf', u'aight', u'x', u'nvm', u'wanna', u'app', u'ily']",359,60,0.0883,0.284
525115791,M,813,1067,1.06,5,15,1306,3.27,11,23,"[u'ugh', u'congrats', u'vs', u'r', u'sec', u'u', u'cul']",257,48,0.0689,0.8262
311397992,F,509,2959,3.59,4,14,1304,3.15,52,44,"[u'ugh', u'app', u'gf', u'vs', u'imo', u'2day', u'ld', u'ty', u'nah', u'lol', u'til', u'smh', u'msg', u'm8', u'omg', u'jk', u'lmao', u'g', u'dunno', u'congrats', u'ur', u'r', u'u', u'idk', u'x']",406,57,0.0799,0.203
342476966,M,439,817,0.62,5,15,1304,13.39,13,220,"[u'congrats', u'lil', u'bravo', u'dope', u'cuz', u'bro', u'vs', u'pro']",247,49,0.0304,0.7601
141031954,F,252,155,1.14,4,12,1302,2.62,29,40,"[u'btw', u'nk', u'omg', u'g', u'vs', u'bf', u'ur', u'b4', u'sec', u'r', u'rly', u'yum', u'wtf', u'friggin', u'u', u'ppl']",319,81,0.0675,0.345
127403836,M,449,656,6.56,4,16,1301,1.84,91,794,"[u'swag', u'lmao', u'luv', u'lil', u'lol', u'g', u'wu', u'u', u'aka', u'wanna']",397,3,0,0.9875
96448067,F,488,436,4.33,4,12,1294,1.54,86,149,"[u'ima', u'uber', u'swag', u'lmao', u'nah', u'bf', u'lol', u'cuz', u'gf', u'bae', u'u', u'idk', u'kinda', u'smh', u'aka', u'wanna']",220,39,0.0927,0.2896
50394315,M,327,103,0.04,4,15,1292,1.54,16,1,"[u'uber', u'nah', u'vs', u'iac', u'ppl', u'r', u'u', u'nsfw', u'ur']",336,17,0.0737,0.6289
1890651588,F,422,189,2.16,3,10,1291,9.46,11,23,"[u'ugh', u'lmao', u'g', u'lol', u'wtf', u'wanna']",376,24,0,0.835
1333968354,M,824,365,0.54,5,14,1290,1.37,3,26,"[u'pro', u'u']",284,0,0.6408,0.9965
70381188,F,232,94,0.17,4,15,1289,0.03,0,13,[],400,0,0.03,0.995
328847280,M,567,3653,4.5,4,7,1289,2.63,9,243,"[u'uber', u'ugh', u'omg', u'bae', u'wanna', u'whoa']",206,97,0.1155,0.2673
8531732,M,8021,13395,15.01,5,12,1287,1.46,3,4,"[u'r', u'vs', u'whoa']",291,162,0.1148,0.3687
122828925,M,2982,2957,3.82,5,12,1285,4.27,16,4,"[u'buddy', u'congrats', u'app', u'lol', u'vs', u'u', u'r', u'pro']",277,123,0.03,0.09
2588722885,M,29,15,1.56,4,12,1282,17.38,16,0,"[u'r', u'vs', u'u', u'g']",399,0,0.0025,0.99
454426932,M,515,293,1.52,5,9,1275,0.95,7,183,"[u'ugh', u'wanna', u'g', u'lol']",330,3,0,0.988
57323515,M,839,731,3.5,4,14,1272,2.23,26,0,"[u'ru', u'ugh', u'pls', u'congrats', u'pro', u'fyi', u'imo', u'r', u'u', u'lol', u'kinda', u'wanna', u'app']",255,145,0.025,0.49
34453655,M,790,699,3.28,4,16,1268,1.76,19,3,"[u'g', u'bravo', u'app', u'vs', u'imo', u'r', u'lol', u'ga', u'tfw', u'pro']",253,279,0.0169,0.2932
2374475899,F,152,715,0.94,5,13,1266,1.48,31,35,"[u'ugh', u'omg', u'g', u'congrats', u'lil', u'dunno', u'lol', u'vs', u'u', u'idk', u'kinda', u'ic', u'gl', u'whoa']",306,94,0.0475,0.225
41442069,M,1022,354,3.16,5,12,1263,1.43,5,25,"[u'aka', u'ugh', u'u', u""c'mon"", u'bent']",325,135,0.0565,0.2804
22300303,M,853,1180,6.85,5,11,1261,1.88,33,230,"[u'flick', u'uber', u'bff', u'ftw', u'thx', u'dope', u'congrats', u'fav', u'plz', u'ur', u'vs', u'u', u'kinda', u'smh', u'irl', u'r', u'wanna']",377,23,0.2825,0.4375
102257043,M,728,209,1.08,6,9,1260,3.16,38,305,"[u'wtf', u'til', u'omg', u'lotta', u'congrats', u'wanna', u'nah', u'asap', u'cuz', u'lol', u'bro', u'cya', u'r', u'u', u'kinda', u'smh', u'aight', u'deets']",322,27,0.0143,0.2034
328261167,F,306,481,6,6,10,1255,11.5,11,93,"[u'ru', u'omg', u'buddy', u'lol', u'u', u'aka', u'bff']",298,175,0.0465,0.3129
2610191,M,7560,6916,15.23,4,12,1247,1.7,16,6,"[u'uber', u'app', u'bro', u'r', u'u', u'whoa']",427,87,0.0467,0.679
540826745,F,1268,822,1.22,4,13,1246,2.16,17,7,"[u'uber', u'yolo', u'ugh', u'omg', u'bent', u'congrats', u'pro', u'fyi', u'fav', u'vs', u'fb', u'r', u'idk', u'aka']",341,125,0.0536,0.324
36210851,F,141,139,5.19,4,12,1243,1.15,26,140,"[u'mvp', u'uber', u'app', u'hw', u'lol', u'vs', u'sec', u'smh', u'msg', u'wanna']",285,157,0.0045,0.2602
19830558,M,185,316,1.16,4,11,1238,5.28,26,83,"[u'buddy', u'ftw', u'thx', u'zomg', u'cuz', u'ur', u'fb', u'r', u'u', u'wanna']",252,4,0.0742,0.6016
8.26E+17,F,456,851,1.28,4,12,1237,0.88,12,85,"[u'ugh', u'omg', u'lmao', u'pro', u'vs', u'lol', u'r', u'wtf', u'jk', u'pls', u'scrub']",346,54,0.265,0.705
18018126,F,640,129,1.27,5,15,1235,5.56,22,112,"[u'ugh', u'bravo', u'r', u'u', u'icymi', u'becuz']",206,297,0.0477,0.2565
2293242726,M,1257,3724,4.08,4,16,1235,3.12,13,5,"[u'btw', u'asap', u'dunno', u'pro', u'congrats', u'lol', u'msg', u'u', u'icymi', u'eu']",328,71,0.0551,0.416
15085830,M,1396,2920,26.38,5,9,1233,2.71,43,114,"[u'uber', u'ugh', u'omg', u'app', u'lol', u'u', u'pls', u'wanna']",383,17,0.1475,0.2325
50179868,F,323,2009,49.87,4,9,1231,0.65,73,147,"[u'ugh', u'omg', u'lmao', u'nah', u'fav', u'lol', u'ppl', u'idk', u'wtf', u'smh', u'dope', u'lotta']",514,62,0.0434,0.3455
7537222,M,406,7941,1.41,4,15,1228,1.19,38,9,"[u'mvp', u'btw', u'app', u'fav', u'lol', u'ur', u'vs', u'u', u'r', u'tbd']",295,15,0.1,0.3452
8.24E+17,M,99,0,1.77,4,7,1227,1.26,0,0,[],400,0,0.0075,0.9975
40848283,F,603,415,1.68,4,9,1222,12.16,8,32,"[u'g', u'lol', u'ur', u'u', u'wanna', u'becuz']",400,0,0.005,0.995
8.39E+17,M,509,207,1.68,4,17,1222,8.26,43,4,"[u'mvp', u'lmao', u'g', u'congrats', u'pro', u'nc', u'vs', u'sec', u'icymi', u'msg', u'wanna']",290,110,0.075,0.4225
1209406531,M,31,1,0.02,5,15,1221,1.94,3,4,"[u'r', u'u', u'g']",58,1,0,0.1186
64407317,M,113,73,0.27,5,11,1219,1.41,4,36,"[u'btw', u'u', u'lol', u'kinda']",259,52,0.0289,0.1833
815951898,F,1232,743,1.77,4,9,1216,2.86,43,98,"[u'bro', u'ugh', u'omg', u'asap', u'lol', u'til', u'wtf', u'x', u'wanna', u'whoa']",363,66,0.0746,0.1212
116784989,M,1010,14544,34.83,4,11,1214,3.05,45,107,"[u'uber', u'btw', u'ugh', u'omg', u'wtf', u'g', u'congrats', u'pro', u'jk', u'bro', u'vs', u'kinda', u'smh', u'x']",371,171,0.0646,0.1956
304793033,F,78,20,0.26,4,16,1213,2.49,19,10,"[u'ru', u'btw', u'ugh', u'pro', u'ur', u'b4', u'vs', u'u', u'ga', u'r', u'nah']",293,107,0,0.6325
299963884,M,295,116,1.51,5,12,1205,2.22,37,257,"[u'ima', u'mvp', u'wtf', u'lmao', u'ty', u'nah', u'cuz', u'lol', u'plz', u'bro', u'vs', u'u', u'kinda', u'smh', u'ppl', u'wanna', u'lees']",339,61,0.1225,0.295
339359817,M,2811,1523,11.91,4,5,1204,1.88,45,71,"[u'uber', u'lmao', u'nah', u'cuz', u'lol', u'bro', u'u', u'idk', u'wtf', u'smh', u'wanna']",171,228,0.0276,0.2356
55960113,M,455,569,0.83,4,14,1199,0.52,5,71,"[u'x', u'vs', u'g', u'congrats']",317,83,0.0125,0.74
3353015890,M,909,946,10.5,4,11,1195,7.41,202,142,"[u'ugh', u'ppl', u'bro', u'pls', u'ima', u'nah', u'cuz', u'lol', u'smh', u'omg', u'asap', u'hmu', u'dope', u'hw', u'wtf', u'jk', u'lmao', u'gud', u'ur', u'r', u'u', u'idk', u'wanna']",456,159,0.026,0.2195
29220457,M,308,721,1.97,4,15,1193,1.8,8,9,"[u'uber', u'asap', u'nah', u'gud', u'fb', u'r', u'smh']",294,84,0.0291,0.5582
98552769,M,178,110,0.06,4,16,1192,3.04,14,4,"[u'flick', u'ru', u'buddy', u'congrats', u'lil', u'gal', u'u']",183,18,0.0299,0.7313
190521328,F,482,2352,8.77,4,9,1189,4.06,63,156,"[u'ima', u'til', u'ugh', u'omg', u'lil', u'nah', u'atm', u'fav', u'lol', u'bro', u'vs', u'u', u'idk', u'wtf', u'smh', u'aka', u'wanna', u'whoa']",433,141,0.0244,0.1429
30792939,M,662,1770,5.89,4,10,1189,3.91,55,340,"[u'btw', u'2nite', u'g', u'congrats', u'lil', u'nah', u'bro', u'dope', u'kinda', u'friggin', u'x', u'aka', u'wanna', u'whoa']",311,88,0.1278,0.6491
16118004,F,4629,13560,3.91,4,13,1186,2.62,14,79,"[u'ugh', u'dope', u'vs', u'lol', u'a3', u'bae', u'aka']",304,82,0.0389,0.7591
90703340,F,1832,3148,3.25,4,13,1184,0.96,16,2,"[u'uber', u'ugh', u'kinda', u'app', u'lol', u'bro', u'vs', u'irl', u'wtf', u'sec']",379,21,0.035,0.72
2866253653,M,197,324,3.1,4,9,1181,0.79,53,264,"[u'btw', u'dope', u'lol', u'bro', u'r', u'omw', u'idk', u'x', u'wanna', u'u']",357,41,0.0779,0.1658
8.04E+17,F,298,426,8.36,5,10,1179,4.14,19,56,"[u'ru', u'omg', u'buddy', u'ppl', u'r', u'u', u'eu', u'cutie', u'lmao']",320,79,0.0301,0.4361
28867927,M,1590,6433,1.13,4,14,1176,1.4,24,28,"[u'ugh', u'gg', u'fyi', u'pls', u'nk', u'g', u'congrats', u'til', u'pro', u'thx', u'lol', u'shoulda', u'bro', u'goofy', u'u', u'kinda', u'jk', u'omg', u'whoa', u'ru']",390,10,0.055,0.48
168730229,M,464,1656,1.68,5,12,1176,3.25,18,0,"[u'btw', u'thx', u'bravo', u'congrats', u'vs', u'u', u'x']",308,28,0.25,0.9018
450111658,M,290,462,3.42,6,8,1175,10.36,11,0,"[u'thx', u'whoa', u'u', u'kinda', u'smh', u'friggin', u'aka', u'shoulda']",257,143,0.2525,0.475
74231581,M,40,26,0.05,4,18,1174,1.26,5,59,"[u'uber', u'g', u'nah', u'wtf', u'kinda']",285,44,0.0334,0.1641
36101389,M,1018,1151,7.89,4,14,1173,3.08,21,65,"[u'wtf', u""c'mon"", u'icymi', u'g', u'lil', u'dope', u'pro', u'wu', u'r', u'kinda', u'aka', u'whoa', u'buddy']",227,333,0.0107,0.2375
48753944,M,845,8508,1.04,5,10,1173,1.96,39,22,"[u'uber', u'bro', u'omg', u'2nite', u'luv', u'thx', u'pro', u'asap', u'ur', u'til', u'r', u'u', u'congrats', u'wtf', u'x', u'aka', u'wanna']",311,107,0.1411,0.2847
921399386,M,615,8314,21.02,5,10,1172,4.6,23,9,"[u'ugh', u'bae', u'pls', u'lmao', u'congrats', u'wanna', u'dope', u'asap', u'lol', u'tbd', u'bro', u'vs', u'kinda', u'friggin', u'mma', u'shoulda', u'buddy']",378,22,0.165,0.25
65412393,M,1130,649,4.09,5,9,1168,2.06,23,176,"[u'flick', u'fwiw', u'ugh', u'g', u'asap', u'bday', u'lol', u'ppl', u'r', u'u', u'imo', u'smh', u'x', u'aka']",335,101,0.0528,0.2592
3137190118,F,48,13,0.36,4,14,1167,4.99,13,21,"[u'bae', u'bday', u'vs', u'r', u'yum', u'x']",209,41,0.676,0.784
37927877,M,168,184,0.21,7,9,1167,0.97,0,1,[],203,3,0,0.9709
4235404450,M,936,82,0.36,4,18,1165,2.59,16,0,"[u'btw', u'kinda', u'vs', u'r', u'u', u'yuge']",280,8,0.0035,0.8056
28345779,M,3172,11663,3.01,4,15,1158,2.11,13,2,"[u'swag', u'pls', u'g', u'asap', u'congrats', u'r', u'b-day', u'2day', u'aka']",289,111,0.1475,0.6725
20183596,F,1215,3878,8.48,5,9,1157,1.85,10,147,"[u'amigo', u'x', u'bae', u'omg', u'asap']",345,55,0.2925,0.5
97929960,M,2106,1001,0.9,4,11,1157,3.38,47,552,"[u'ima', u'hml', u'lmao', u'g', u'bday', u'hmu', u'nah', u'fav', u'cuz', u'lol', u'ppl', u'bro', u'lil', u'omw', u'smh', u'x', u'wanna', u'dope']",380,20,0.055,0.3775
2456582082,M,813,358,0.97,5,13,1157,2.19,17,34,"[u'qq', u'ugh', u'wb', u'g', u'congrats', u'lil', u'nah', u'thx', u'lol', u'r', u'brah', u'tfw', u'gl', u'wanna']",259,89,0.0402,0.4914
3946151843,M,992,199,0.2,5,14,1151,0.88,2,0,"[u'bak', u'congrats']",228,30,0.2016,0.8682
24261502,M,1110,2961,61.04,4,11,1151,0.95,72,163,"[u'kinda', u'bozo', u'pro', u'ppl', u'b4', u'lotta', u'congrats', u'lil', u'nah', u'cuz', u'lol', u'smh', u'wtf', u'nvm', u'shoulda', u'buddy', u'bro', u'lmao', u'g', u'dunno', u'r', u'aight', u'x', u'wanna']",353,47,0.025,0.23
199247233,M,1751,3158,2.76,4,14,1149,1.07,21,27,"[u'wtf', u'ftw', u'congrats', u'bravo', u'app', u'thx', u'icymi', u'imo', u'fb', u'r', u'kinda', u'x', u'tfw', u'aka']",320,80,0.05,0.4475
829776360,F,702,393,0.52,4,12,1146,10,46,140,"[u'uber', u'ugh', u'kinda', u'app', u'ppl', u'gf', u'brb', u'whoa', u'bf', u'omg', u'asap', u'bday', u'plz', u'yawn', u'fb', u'lmk', u'wtf', u'tfw', u'r', u'idk', u'x', u'aka', u'wanna']",322,66,0.0851,0.3428
3073431480,F,165,51,0.1,5,8,1145,6.54,29,155,"[u'ugh', u'pls', u'lmao', u'app', u'dope', u'lol', u'ppl', u'r', u'u', u'nah']",269,58,0.2661,0.3853
138993273,F,116,623,0.5,5,8,1135,3.7,15,164,"[u'ugh', u'lotta', u'g', u'asap', u'dope', u'fav', u'plz', u'bro', u'r', u'u', u'friggin', u'lolz']",417,29,0.222,0.4955
308146043,F,42,1,0.21,5,13,1134,3.03,30,4,"[u'omg', u'lol', u'ur', u'b4', u'r', u'u', u'wtf', u'smh', u'gj']",322,24,0.0029,0.2803
910550268,M,366,124,0.43,3,12,1134,3.48,26,104,"[u'omg', u'lmao', u'vs', u'bae', u'u', u'ez', u'x', u'r']",363,0,0.0028,0.9669
51108097,F,2532,2691,6.12,4,12,1132,3.07,7,217,"[u'ima', u'x', u'kinda', u'lol', u'buddy']",245,360,0.0215,0.3504
575902505,M,80,46,0.24,6,10,1131,2.48,2,48,"[u'lil', u'u']",273,1,0.0036,0.8723
22235278,M,1860,1647,5.92,4,9,1130,4.26,21,40,"[u'swag', u'omg', u'congrats', u'dunno', u'nah', u'fyi', u'plz', u'lol', u'bro', u'kinda', u'pls', u'mma', u'whoa']",430,14,0.1486,0.5608
66837342,F,434,2040,18.01,4,16,1121,12.46,2,515,"[u'x', u'cul']",333,12,0,0.9275
108063748,F,1195,1047,8.91,4,11,1119,4.5,27,137,"[u'btw', u'ugh', u'pls', u'kinda', u'g', u'thx', u'lil', u'nah', u'tyvm', u'ur', u'til', u'vs', u'u', u'perv', u'wtf', u'omg', u'aka', u'r', u'nk']",301,597,0.0278,0.2695
1932834361,F,340,431,3.33,4,13,1118,1.14,94,141,"[u'ima', u'uber', u'wtf', u'ugh', u'lmao', u'g', u'bozo', u'dope', u'ez', u'fb', u'lol', u'bro', u'g2g', u'fml', u'u', u'idk', u'kinda', u'smh', u'swag', u'wanna', u'shoulda']",383,17,0.0225,0.1175
3177761799,F,5406,4980,1.67,5,14,1109,3.91,12,2,"[u'omg', u'bff', u'nc', u'lol', u'til', u'a3', u'yum', u'pls']",202,78,0.0714,0.35
251481373,F,700,879,2.16,5,11,1103,1.23,47,497,"[u'ty', u'omg', u'lmao', u'g', u'congrats', u'tbr', u'fav', u'cuz', u'lol', u'til', u'a3', u'u', u'wtf', u'smh', u'friggin', u'fb', u'yw']",320,79,0.1153,0.391
476104613,M,1030,2137,1.4,5,12,1102,2.41,18,773,"[u'btw', u'congrats', u'lil', u'bravo', u'nah', u'vs', u'u', u'x', u'aka', u'r', u'whoa']",251,227,0.0063,0.3828
242450700,M,53,130,0.13,4,17,1099,1.41,5,2,"[u'x', u'gal', u'fyi', u'app', u'whoa']",193,23,0.0972,0.3056
16414337,F,697,1685,8.9,4,8,1098,1.38,58,67,"[u'bf', u'ugh', u'omg', u'lmao', u'nah', u'fml', u'lol', u'bro', u'fb', u'bae', u'wtf', u'wanna', u'whoa']",402,139,0.2736,0.4492
1524178814,F,36,37,0.94,4,12,1098,2.83,97,159,"[u'btw', u'ugh', u'kinda', u'ppl', u'pls', u'no1', u'bff', u'lil', u'nah', u'lol', u'til', u'irl', u'whoa', u'bf', u'omg', u'bday', u'hmu', u'dope', u'fb', u'omw', u'wtf', u'lmao', u'g', u'ur', u'bae', u'u', u'idk', u'rly', u'wanna', u'ily']",391,14,0.279,0.3309
8.52E+17,M,308,69,2.68,4,13,1098,1.25,12,42,"[u'fwiw', u'omg', u'g', u'dunno', u'dope', u'lol', u'u', u'app', u'nah']",354,239,0.0202,0.3997
22496235,F,1005,5716,1.08,4,15,1097,1.83,31,9,"[u'uber', u'h8', u'bae', u'pls', u'omg', u'nah', u'bf', u'lol', u'ppl', u'r', u'u', u'idk', u'kinda', u'smh', u'omw', u'aka', u'wanna']",363,37,0.18,0.39
49646581,M,388,5542,3.21,5,9,1094,1.28,12,20,"[u'btw', u'buddy', u'lol', u'bro', u'fb', u'gal', u'x']",317,82,0.0576,0.193
227405310,F,220,128,0.15,5,13,1087,3.51,6,800,"[u'swag', u'thx', u'app', u'u', u'yum', u'wanna']",224,6,0.0826,0.3957
631410587,F,595,906,4.38,4,15,1086,1.67,20,45,"[u'btw', u'ugh', u'omg', u'buddy', u'g', u'congrats', u'bday', u'app', u'ty', u'lol', u'r', u'tfw']",327,59,0.1891,0.4378
277426268,M,2179,733,1.05,4,13,1083,3.68,20,7,"[u'bro', u'kinda', u'thx', u'app', u'til', u'fb', u'vs', u'u', u'wtf', u'r']",254,135,0.1311,0.4653
15841961,M,1676,5120,10.67,5,8,1082,1.36,46,215,"[u'uber', u'g', u'congrats', u'pro', u'lol', u'ppl', u'bro', u'vs', u'dope', u'r', u'app']",390,47,0.1739,0.4851
4562505497,F,1506,2022,31.39,4,11,1081,0.79,100,182,"[u'btw', u'ugh', u'app', u'ppl', u'lol', u'buddy', u'ty', u'imo', u'smh', u'friggin', u'sux', u'omg', u""c'mon"", u'dope', u'plz', u'wtf', u'yw', u'lmao', u'g', u'thx', u'idk', u'b-day', u'wanna']",342,58,0.0625,0.21
537302878,F,67,199,1.2,4,14,1081,3.41,5,31,"[u'cutie', u'pro', u'vs', u'lol']",397,3,0.015,0.99
4827378145,M,42,11381,1.9,4,15,1081,1.38,10,0,"[u'uber', u'g', u'pro', u'bro', u'vs', u'u', u'msg', u'r']",361,67,0.0771,0.2874
28048959,M,1276,973,4.53,4,11,1080,1.81,9,47,"[u'otoh', u'bent', u'g', u'vs', u'lol', u'r']",346,54,0.025,0.6325
43394038,F,914,1719,5.64,4,12,1079,2.87,17,85,"[u'bent', u'congrats', u'lol', u'ur', u'foxy', u'r', u'kinda']",338,62,0.05,0.235
