word,emotion,color,orientation,sentiment,subjectivity,source
hard_liquor,anger,,,,,extended_emolex
hard_put,fear,,,,,extended_emolex
hard_worker,anger,,,,,extended_emolex
hardball,,,,negative,strong,opinion
harden,anger,brown,,negative,weak,extended_emolex
hardened,anger,,,negative,weak,emolex
hardening,,black,,,,colour
hardheaded,,,,negative,strong,opinion
hardhearted,sadness,,,negative,strong,extended_emolex
hardier,,,,positive,strong,opinion
hardiness,fear,,,,,extended_emolex
hardliner,,,,negative,weak,opinion
hardliners,,,,negative,weak,opinion
hardly,fear,,,negative,strong,extended_emolex
hardness,anger,black,,negative,,emolex
hardship,sadness,black,,negative,strong,emolex
hardships,,,,negative,strong,opinion
hardware,,grey,,,,colour
hardy,joy,,,positive,weak,emolex
harebrained,anger,,,,,extended_emolex
harlan_f._stone,anger,,,,,extended_emolex
harlan_fisk_stone,anger,,,,,extended_emolex
harlan_fiske_stone,anger,,,,,extended_emolex
harlan_stone,anger,,,,,extended_emolex
harlequinade,surprise,,,,,extended_emolex
harlot,disgust,red,,negative,,emolex
harlotry,disgust,,,,,extended_emolex
harm,fear,,passive,negative,strong,emolex
harmed,,,,negative,,opinion
harmful,anger,,,negative,strong,emolex
harmless,,,passive,positive,strong,opinion
harmonic,fear,,,,,extended_emolex
harmonious,,,,positive,strong,opinion
harmoniously,joy,white,,positive,strong,emolex
harmoniousness,joy,,,,,extended_emolex
harmonise,trust,,,,,extended_emolex
harmonium,anticipation,,,,,extended_emolex
harmonize,trust,,active,positive,strong,extended_emolex
harmony,joy,,,positive,strong,emolex
harms,,,,negative,strong,opinion
harness,anger,brown,active,positive,,extended_emolex
harpy,,,,negative,strong,opinion
harridan,,,,negative,strong,opinion
harried,,,,negative,strong,opinion
harrow,fear,,,negative,strong,extended_emolex
harrowing,fear,,,negative,,emolex
harry,anger,,,negative,,emolex
harsh,,,,negative,strong,opinion
harshly,,,,negative,strong,opinion
harshness,anger,red,,negative,,emolex
hart,,brown,,,,colour
harum-scarum,anger,,,,,extended_emolex
harvest,anticipation,green,active,positive,,emolex
harvest_home,anticipation,,,,,extended_emolex
harvest_time,anticipation,,,,,extended_emolex
harvesting,anticipation,,,,,extended_emolex
hash,,grey,,negative,,emolex
hashish,,,,negative,,emolex
hasseling,,,,negative,,opinion
hassle,anger,,,negative,strong,extended_emolex
hassled,,,,negative,,opinion
hassles,,,,negative,,opinion
haste,anticipation,yellow,active,negative,strong,emolex
hasten,anticipation,,active,,,extended_emolex
hastily,,,,negative,,opinion
hastiness,anticipation,,,,,extended_emolex
hasty,,red,,negative,strong,emolex
hat,anger,,,,,extended_emolex
hatch,trust,,,,,extended_emolex
hatchet,,grey,,,,colour
hatchet_job,disgust,,,,,extended_emolex
hate,anger,black,passive,negative,strong,emolex
hated,,,,negative,,opinion
hateful,anger,black,,negative,strong,emolex
hatefully,,,,negative,strong,opinion
hatefulness,,,,negative,strong,opinion
hater,,,passive,negative,strong,opinion
haters,,,,negative,,opinion
hates,,,,negative,,opinion
hatful,anticipation,,,,,extended_emolex
hating,anger,red,,negative,,emolex
hatred,anger,red,passive,negative,strong,emolex
haughtily,,,,negative,strong,opinion
haughty,anger,,,negative,strong,emolex
haul,surprise,brown,,,,extended_emolex
haunt,fear,black,active,negative,weak,emolex
haunted,fear,black,,negative,,emolex
haunting,,,,negative,strong,opinion
have,anger,,active,,,extended_emolex
have-to_doe_with,fear,,,,,extended_emolex
have_a_bun_in_the_oven,anger,,,,,extended_emolex
have_a_go_at_it,anger,,,,,extended_emolex
have_intercourse,anger,,,,,extended_emolex
have_it_away,anger,,,,,extended_emolex
have_it_off,anger,,,,,extended_emolex
have_on,sadness,,,,,extended_emolex
have_sex,anger,,,,,extended_emolex
have_words,anger,,,,,extended_emolex
haven,trust,,,positive,strong,emolex
havoc,anger,red,,negative,strong,emolex
hawk,fear,grey,,,,emolex
hawkish,anger,,,negative,strong,extended_emolex
haywire,anger,,,negative,,extended_emolex
hazard,fear,red,active,negative,weak,emolex
hazardous,fear,,,negative,weak,emolex
haze,fear,grey,,negative,,emolex
haze_over,sadness,,,,,extended_emolex
hazy,,grey,,negative,weak,opinion
head,fear,purple,active,,,extended_emolex
head-aches,,,,negative,,opinion
head-shrinker,fear,,,,,extended_emolex
head_for_the_hills,anticipation,,,,,extended_emolex
head_game,anger,,,,,extended_emolex
head_off,fear,,,,,extended_emolex
head_start,anticipation,,,,,extended_emolex
head_teacher,trust,,,,,extended_emolex
head_trip,surprise,,,,,extended_emolex
headache,anticipation,black,,negative,weak,emolex
headaches,,,,negative,weak,opinion
headdress,,red,,,,colour
headlamp,anticipation,,,,,extended_emolex
headlight,anticipation,,,,,emolex
headline,,black,,,,colour
headliner,anticipation,,,,,extended_emolex
headquarters,,brown,,,,colour
headroom,trust,,,,,extended_emolex
headstone,,grey,,,,colour
headstrong,anger,,,,,extended_emolex
headway,trust,green,,positive,weak,emolex
heady,anger,,,negative,strong,emolex
heal,joy,,,positive,weak,emolex
healing,anticipation,,,positive,,emolex
health,,,,positive,,inquirer
health_check,anticipation,,,,,extended_emolex
health_club,anticipation,,,,,extended_emolex
health_spa,anticipation,,,,,extended_emolex
healthful,joy,pink,,positive,strong,emolex
healthy,trust,,,positive,weak,emolex
heap,anticipation,brown,passive,,,extended_emolex
heaps,disgust,,,,,extended_emolex
hear,fear,,passive,,,extended_emolex
hearer,fear,,passive,,,extended_emolex
hearing,fear,,,negative,,emolex
hearsay,sadness,,,negative,,emolex
hearse,fear,black,,negative,,emolex
heart,anticipation,red,,positive,weak,extended_emolex
heart-to-heart,anticipation,,,,,extended_emolex
heart_and_soul,joy,,,,,extended_emolex
heartache,sadness,red,,negative,,emolex
heartbreak,sadness,,,negative,strong,extended_emolex
heartbreaker,,,,negative,strong,opinion
heartbreaking,anger,,,negative,strong,extended_emolex
heartbreakingly,,,,negative,strong,opinion
heartburn,,red,,negative,,emolex
hearten,anticipation,,,positive,strong,extended_emolex
heartening,,,,positive,strong,opinion
heartfelt,joy,pink,,positive,strong,emolex
hearth,,brown,,positive,,emolex
heartily,joy,,,positive,strong,emolex
heartless,sadness,black,,negative,strong,emolex
heartrending,anger,,,negative,strong,extended_emolex
hearts,,red,,,,colour
heartsease,anticipation,,,,,extended_emolex
heartwarming,,,,positive,strong,opinion
heartworm,disgust,,,,,emolex
hearty,disgust,,,,,extended_emolex
heat,anticipation,red,active,,,extended_emolex
heated,,red,,,,colour
heater,,,active,,,inquirer
heath,,green,,,,colour
heathen,fear,red,,negative,strong,emolex
heathenish,fear,,,,,extended_emolex
heather,,purple,,,,colour
heating,,red,,,,colour
heave,anger,,,,,extended_emolex
heave_up,anticipation,,,,,extended_emolex
heaven,joy,,,positive,weak,extended_emolex
heaven-sent,joy,,,,,extended_emolex
heavenly,anticipation,white,,positive,strong,emolex
heavens,joy,white,,positive,,emolex
heavily,,,,negative,strong,emolex
heavy,anger,,,,,extended_emolex
heavy-duty,,,,,weak,mpqa
heavy-handed,,,,negative,strong,opinion
heavy_weapon,anger,,,,,extended_emolex
heavyhearted,,,,negative,strong,opinion
heavyset,trust,,,,,extended_emolex
heavyweight,disgust,,,,,extended_emolex
heck,,,,negative,strong,opinion
heckle,,,,negative,strong,opinion
heckled,,,,negative,,opinion
heckles,,,,negative,,opinion
hectares,,green,,,,colour
hectic,,,,negative,weak,opinion
hector,anger,,,,,extended_emolex
hedge,anger,green,,negative,strong,extended_emolex
hedgehog,,brown,,,,colour
hedonism,joy,,,negative,,emolex
hedonistic,,,,negative,strong,opinion
heed,,brown,passive,,,inquirer
heedful,trust,,,,,extended_emolex
heedless,anger,,,negative,strong,extended_emolex
heel,anger,black,,negative,,emolex
heft,anticipation,,,positive,,emolex
heft_up,anticipation,,,,,extended_emolex
heftiness,anticipation,,,,,extended_emolex
hefty,anger,,,negative,weak,extended_emolex
hegemonism,,,,negative,weak,opinion
hegemonistic,,,,negative,strong,opinion
hegemony,,,,negative,strong,opinion
height,anticipation,orange,,,,extended_emolex
heighten,fear,,,negative,,emolex
heinous,,,,negative,strong,emolex
heinousness,anger,,,,,extended_emolex
heiress,,pink,,,,colour
helen_newington_wills,anger,,,,,extended_emolex
helen_wills,anger,,,,,extended_emolex
helen_wills_moody,anger,,,,,extended_emolex
helix,,blue,,,,colour
hell,anger,red,,negative,strong,emolex
hell-bent,,,,negative,strong,opinion
hell_dust,anger,,,,,extended_emolex
hell_on_earth,anger,,,,,extended_emolex
heller,anger,,,,,extended_emolex
hellhole,anger,,,,,extended_emolex
hellion,anger,,,negative,strong,extended_emolex
hellish,anger,red,,negative,,emolex
hells,,,,negative,,opinion
helm,,blue,,,,colour
helmet,fear,,,positive,,emolex
help,joy,,active,positive,weak,extended_emolex
helped,,,,positive,,opinion
helper,trust,white,,positive,,emolex
helpful,joy,,active,positive,weak,emolex
helping,,,,positive,,opinion
helpless,fear,,passive,negative,weak,emolex
helplessly,,,,negative,weak,opinion
helplessness,fear,grey,,negative,weak,emolex
helter-skelter,anger,,,,,extended_emolex
hem_in,anticipation,,,,,extended_emolex
hemipteran,disgust,,,,,extended_emolex
hemipteron,disgust,,,,,extended_emolex
hemipterous_insect,disgust,,,,,extended_emolex
hemlock,,green,,,,colour
hemorrhage,disgust,red,,negative,,emolex
hemorrhoid,disgust,,,,,extended_emolex
hemorrhoids,,red,,negative,,emolex
hemp,anger,green,,,,extended_emolex
hempen_necktie,anger,,,,,extended_emolex
hen-peck,anger,,,,,extended_emolex
henchman,trust,,,,,extended_emolex
hencoop,anger,,,,,extended_emolex
henhouse,anger,,,,,extended_emolex
henry_sweet,anticipation,,,,,extended_emolex
herald,anger,,,positive,strong,extended_emolex
herb,,green,,,,colour
herb_of_grace,sadness,,,,,extended_emolex
herbaceous,,green,,,,colour
herbal,,green,,positive,,emolex
herbarium,,green,,,,colour
herculean,anger,,,,,extended_emolex
herd,,brown,active,,,inquirer
hereditary,trust,,,,,extended_emolex
hereditary_pattern,anticipation,,,,,extended_emolex
heresy,,,,negative,strong,emolex
heretic,disgust,,,negative,strong,emolex
heretical,anger,,,negative,strong,extended_emolex
heritage,trust,,,,,emolex
hermaphrodite,surprise,black,,negative,,emolex
hermaphroditic,surprise,,,,,extended_emolex
hermit,sadness,brown,,,,emolex
hernia,,red,,,,colour
hero,anticipation,red,,positive,strong,emolex
hero-worship,anticipation,,,,,extended_emolex
hero_of_alexandria,anticipation,,,,,extended_emolex
hero_sandwich,anger,,,,,extended_emolex
heroic,joy,purple,,positive,strong,emolex
heroic_meter,joy,,,,,extended_emolex
heroic_verse,joy,,,,,extended_emolex
heroical,joy,,,,,extended_emolex
heroically,,,,positive,strong,opinion
heroics,,yellow,,positive,,emolex
heroin,,,,negative,,emolex
heroine,trust,,,positive,strong,emolex
heroism,anticipation,,,positive,,emolex
heroize,,,,positive,strong,opinion
heron,anticipation,,,,,extended_emolex
heros,,,,positive,strong,opinion
herpes,disgust,,,negative,,emolex
herpes_virus,disgust,,,,,extended_emolex
herpesvirus,disgust,,,negative,,emolex
hesitancy,fear,,,,,extended_emolex
hesitant,,,passive,negative,strong,opinion
hesitate,anger,,passive,,,extended_emolex
hesitating,,grey,,,,colour
hesitation,fear,grey,passive,negative,,emolex
hestitant,,,,negative,,opinion
heterodox,anger,,,,,extended_emolex
hew,,green,,,,colour
hex,anger,,,,,extended_emolex
heyday,anticipation,pink,,positive,,emolex
hg,surprise,,,,,extended_emolex
hiatus,fear,,,,,extended_emolex
hiccup,,blue,,,,colour
hickey,disgust,,,,,extended_emolex
hidden,anticipation,grey,passive,negative,,emolex
hide,fear,brown,active,,,emolex
hide_out,fear,,,,,extended_emolex
hideous,disgust,green,,negative,strong,emolex
hideously,,,,negative,strong,opinion
hideousness,,,,negative,strong,opinion
hiding,fear,,,,,emolex
hidrosis,disgust,,,,,extended_emolex
high,anticipation,,,,weak,extended_emolex
high-flown,joy,,,,,extended_emolex
high-minded,joy,,,,,extended_emolex
high-pitched,anticipation,,,,,extended_emolex
high-powered,,,,,weak,mpqa
high-priced,,,,negative,,opinion
high-quality,,,,positive,weak,opinion
high-risk,anger,,,,,extended_emolex
high-spirited,,,,positive,,opinion
high_treason,anger,,,,,extended_emolex
higher_rank,trust,,,,,extended_emolex
higher_status,trust,,,,,extended_emolex
highest,anticipation,,,negative,,emolex
highjack,anger,,,,,extended_emolex
highlands,,green,,,,colour
highlight,,,active,positive,strong,mpqa
hightail_it,anticipation,,,,,extended_emolex
highway,,grey,,,,colour
hijack,anger,,,,,extended_emolex
hike,disgust,,,,,extended_emolex
hiker,disgust,,,,,extended_emolex
hiking,disgust,,,,,extended_emolex
hilarious,joy,,,positive,strong,emolex
hilariously,,,,positive,strong,mpqa
hilariousness,,,,positive,strong,mpqa
hilarity,joy,,,positive,strong,emolex
hiliarious,,,,negative,,opinion
hill,,brown,,,,colour
hilly,,green,,,,colour
hind_end,disgust,,,,,extended_emolex
hinder,anger,,,negative,strong,extended_emolex
hinderance,anger,,,,,extended_emolex
hindering,sadness,,,negative,,emolex
hindquarters,disgust,,,,,extended_emolex
hindrance,anger,red,,negative,strong,emolex
hint,anticipation,,,,,extended_emolex
hinterland,,green,,,,colour
hippie,,,,negative,,emolex
hiram_ulysses_grant,anticipation,,,,,extended_emolex
hire,anticipation,,active,positive,,emolex
hired_gun,anger,,,,,extended_emolex
hirsute,disgust,brown,,,,extended_emolex
hirudinean,disgust,,,,,extended_emolex
hiss,anger,red,,negative,,emolex
hissed,,,,negative,,opinion
hissing,anger,green,,negative,,emolex
historian,,grey,,,,colour
historic,,,,positive,weak,mpqa
historied,anticipation,,,,,extended_emolex
history,trust,grey,,,,extended_emolex
hit,anger,,active,negative,,emolex
hit_man,anger,,,,,extended_emolex
hitch,anger,,,,,extended_emolex
hitherto,,grey,,negative,,emolex
hitman,anger,,,,,extended_emolex
hitter,anger,,,,,extended_emolex
hitting,anger,,,,,extended_emolex
hive,,brown,,negative,,emolex
hive_away,anticipation,,,,,extended_emolex
hm,,,,,strong,mpqa
hmm,,,,,strong,mpqa
ho-hum,sadness,,,negative,,extended_emolex
hoagie,anger,,,,,extended_emolex
hoagy,anger,,,,,extended_emolex
hoar,disgust,,,,,extended_emolex
hoard,,,,negative,strong,opinion
hoarded_wealth,anticipation,,,,,extended_emolex
hoarse,anger,grey,,negative,,emolex
hoary,sadness,grey,,negative,,emolex
hoax,anger,brown,,negative,strong,emolex
hob,anger,red,,,,extended_emolex
hobble,,,active,negative,weak,opinion
hobby,joy,green,,positive,,emolex
hobbyhorse,joy,,,,,extended_emolex
hobgoblin,disgust,,,,,extended_emolex
hobo,sadness,,,negative,,emolex
hobo_camp,fear,,,,,extended_emolex
hock,trust,,,,,extended_emolex
hocus-pocus,anger,,,,,extended_emolex
hoe,,brown,,,,colour
hog,disgust,,,negative,,emolex
hogg,disgust,,,,,extended_emolex
hogget,disgust,,,,,extended_emolex
hogs,,,,negative,,opinion
hogwash,disgust,,,,,extended_emolex
hoist,anger,,,,,extended_emolex
hold,anger,,active,,,extended_emolex
hold_back,anger,,,,,extended_emolex
hold_dear,anticipation,,,,,extended_emolex
hold_fast,trust,,,,,extended_emolex
hold_in,anger,,,,,extended_emolex
hold_off,anticipation,,,,,extended_emolex
hold_on,anticipation,,,,,extended_emolex
hold_open,joy,,,,,extended_emolex
hold_out,anger,,,,,extended_emolex
hold_up,anger,,,,,extended_emolex
holdup,anger,,,,,extended_emolex
hole,disgust,black,passive,negative,weak,extended_emolex
hole-and-corner,trust,,,,,extended_emolex
holiday,anticipation,,,positive,,emolex
holiness,anticipation,white,,positive,,emolex
holla,anger,,,,,extended_emolex
holler,anger,,,,,extended_emolex
hollering,anger,,,,,extended_emolex
hollo,anger,,,,,extended_emolex
holloa,anger,,,,,extended_emolex
hollow,sadness,,,negative,strong,emolex
hollow_out,sadness,,,,,extended_emolex
holocaust,anger,black,,negative,,emolex
holy,,white,,positive,weak,emolex
holy_communion,joy,,,,,extended_emolex
holy_father,trust,,,,,extended_emolex
holy_man,anticipation,,,,,extended_emolex
holy_person,anticipation,,,,,extended_emolex
holy_scripture,anger,,,,,extended_emolex
holy_terror,fear,,,,,extended_emolex
holy_writ,anger,,,,,extended_emolex
homage,anger,,passive,positive,strong,emolex
home,disgust,,,positive,,extended_emolex
homeless,anger,,,negative,,emolex
homeless_person,anger,,,,,extended_emolex
homesick,sadness,,,negative,,emolex
homework,fear,,,,,emolex
homicidal,anger,red,,negative,,emolex
homicide,anger,black,,negative,,emolex
homily,,green,,,,colour
homogeneous,,white,,,,colour
homology,,,,positive,,emolex
homosexual,,pink,,,,colour
homosexuality,,,,negative,,emolex
hone,anticipation,,,,,extended_emolex
honest,anger,white,,positive,strong,emolex
honest-to-god,sadness,,,,,extended_emolex
honest-to-goodness,sadness,,,,,extended_emolex
honestly,,,,positive,strong,mpqa
honestness,trust,,,,,extended_emolex
honesty,trust,white,,positive,strong,emolex
honey,joy,yellow,,positive,,emolex
honey_oil,joy,,,,,extended_emolex
honeycomb,,yellow,,,,colour
honeyed,anticipation,,,,,extended_emolex
honeymoon,anticipation,pink,,positive,weak,emolex
honk,disgust,,,,,extended_emolex
honor,trust,,passive,positive,weak,emolex
honorable,trust,,,positive,strong,emolex
honored,,,,positive,,opinion
honoring,,,,positive,,opinion
honour,anticipation,,,,,extended_emolex
honourable,trust,,,,,extended_emolex
hoo-ha,anger,,,,,extended_emolex
hoo-hah,anger,,,,,extended_emolex
hood,anger,black,,negative,,emolex
hooded,fear,black,,,,emolex
hoodium,,,,negative,,opinion
hoodlum,anger,,,,,extended_emolex
hoodwink,,,,negative,strong,opinion
hoof,trust,brown,,,,extended_emolex
hoof_it,trust,,,,,extended_emolex
hook,anger,grey,,,,extended_emolex
hook_up_with,anticipation,,,,,extended_emolex
